"BLOCK"	"State"	"St_Block"	"Effort80"	"Occ80"	"CAWA_year80"	"X90year80"	"Effort00"	"Occ00"	"CAWA_year00"	"X90year00"	"Priors80"	"Priors00"	"pfor"	"ele"	"ele2"	"edge"	"edge_resid"	"lat"	"long"	"Block_I"	"dif80"	"dif00"	"acov"	"neigh"	"sites"	"cawa00"	"cawa80"
"2034"	"4389A"	"NY"	"NY_4389A"	10.5	0	0	1982	11	0	0	0	0	0	0.514231	358	128164	2253.3534	-58231.6282627778	44.2300528909	-75.782225989	43891	-1982	0	0	0	"4389"	NA	0
"4576"	"5989B"	"NY"	"NY_5989B"	75	1	1981	0	215	1	2004	0	0.25	1	0.941352	4891	23921881	0	-43889.4738235746	44.2255179206	-73.7162841809	59892	1981	2004	0.473561789684574	0.473561789684574	"5989"	NA	NA
"4180"	"5789A"	"NY"	"NY_5789A"	21	1	1983	0	36	1	2000	0	0.25	0.375	0.938006	4767	22724289	0	-44019.4804709415	44.2286057638	-74.029245913	57891	1983	2000	0.599952872060902	0.599952872060902	"5789"	NA	NA
"4575"	"5989A"	"NY"	"NY_5989A"	24	0	0	0	108.6	0	0	0	0	0	0.885489	2934	8608356	0	-46059.994248516	44.2262035621	-73.7788720022	59891	0	0	0.49428735862871	0.49428735862871	"5989"	NA	NA
"4378"	"5889B"	"NY"	"NY_5889B"	11	0	0	1981	17	1	2002	0	0	1	0.890328	5082	25826724	0	-45871.9780600498	44.2268552397	-73.8414624906	58892	-1981	2002	0.420429407666924	0.420429407666924	"5889"	NA	0
"4377"	"5889A"	"NY"	"NY_5889A"	74.5	0	0	0	56	0	0	0	0	0	0.879709	4912	24127744	0	-46284.5723781575	44.227472638	-73.9040550502	58891	0	0	0.420460301574899	0.420460301574899	"5889"	NA	NA
"1929"	"4289B"	"NY"	"NY_4289B"	7	0	0	1984	17	0	0	0	0	0	0.493326	408	166464	0	-61297.2318012129	44.2296047616	-75.844823788	42892	-1984	0	0	0	"4289"	NA	NA
"4181"	"5789B"	"NY"	"NY_5789B"	23	0	0	0	55	0	0	0	0	0	0.80208	4614	21288996	0	-49300.7965348941	44.2280557516	-73.966649551	57892	0	0	0.519795177326749	0.519795177326749	"5789"	NA	NA
"1928"	"4289A"	"NY"	"NY_4289A"	8	0	0	1984	13	0	0	0	0	0	0.48989	389	151321	0	-61430.7353398717	44.2291223356	-75.9074200807	42891	-1984	0	0	0	"4289"	NA	NA
"1825"	"4189B"	"NY"	"NY_4189B"	2	0	0	0	12.5	0	0	0	0	0	0.448061	244	59536	0	-63055.973849348	44.2286056373	-75.9700147546	41892	0	0	0	0	"4189"	NA	NA
"1824"	"4189A"	"NY"	"NY_4189A"	5	0	0	1984	15.5	0	0	0	0	0	0.318036	138	19044	0	-68108.0104075889	44.2280554828	-76.032607572	41891	-1984	0	0	0	"4189"	NA	NA
"1722"	"4089B"	"NY"	"NY_4089B"	7	0	0	0	56.5	0	0	0	0	0	0.14012	5155	26574025	0	-75020.8205309958	44.2274718521	-76.0951984412	40892	0	0	0	0	"4089"	NA	NA
"1721"	"4089A"	"NY"	"NY_4089A"	3.5	0	0	0	52.5	0	0	0	0	0	0.095663	5123	26245129	0	-76748.1682661983	44.2268539434	-76.1577873722	40891	0	0	0	0	"4089"	NA	NA
"1622"	"3989B"	"NY"	"NY_3989B"	2	0	0	1985	33	0	0	0	0	0	0.002304	5091	25918281	9999.63	-70375.9413120803	44.2262017942	-76.2203744269	39892	-1985	0	0	0	"3989"	NA	NA
"2817"	"4989C"	"NY"	"NY_4989C"	4	0	0	1985	3	0	0	2003	0	0	0.854188	3136	9834496	0	-47276.1741855243	44.1877202999	-75.0309193193	49893	-1985	-2003	0.648448328871682	0.648448328871682	"4989"	0	0
"2818"	"4989D"	"NY"	"NY_4989D"	28	1	1983	1983	3.5	0	0	0	0.25	0	0.647568	3243	10517049	0	-55304.2595049915	44.1877200551	-74.9683568927	49894	0	0	0.623521925934086	0.623521925934086	"4989"	NA	1
"2976"	"5089C"	"NY"	"NY_5089C"	20	1	1984	1984	8	1	2004	0	0.375	0.875	0.94656	3584	12845056	0	-43687.1203808112	44.1876854795	-74.9057941012	50893	0	2004	0.579134713059803	0.579134713059803	"5089"	NA	1
"2665"	"4889D"	"NY"	"NY_4889D"	25	1	1984	1984	10	0	0	2004	0.125	0	0.900345	2954	8726116	0	-45482.7740592507	44.1876861943	-75.0934812714	48894	0	-2004	0.519366238546729	0.519366238546729	"4889"	0	1
"2977"	"5089D"	"NY"	"NY_5089D"	NA	0	0	0	4.5	1	2003	0	0	0.625	0.6	3479	12103441	0	-57152.483115854	44.1876166442	-74.8432314753	50894	0	2003	0.641463688959081	0.641463688959081	"5089"	NA	NA
"3137"	"5189C"	"NY"	"NY_5189C"	24	0	0	0	13	1	2003	0	0	0.5	0.728074	3730	13912900	0	-52176.2513899541	44.1875135495	-74.7806691256	51893	0	2003	0.63325577495108	0.63325577495108	"5189"	NA	NA
"3138"	"5189D"	"NY"	"NY_5189D"	12	1	1985	1985	8.5	1	2003	2003	0.25	0.625	0.959462	4313	18601969	0	-43185.8215869298	44.1873762488	-74.7181069661	51894	0	0	0.583523067050842	0.583523067050842	"5189"	1	1
"2664"	"4889C"	"NY"	"NY_4889C"	8	0	0	1985	12	1	2004	0	0	0.625	0.936027	2574	6625476	0	-44096.3732250177	44.1876178297	-75.1560430549	48893	-1985	2004	0.56535539229016	0.56535539229016	"4889"	NA	0
"3302"	"5289C"	"NY"	"NY_5289C"	48	1	1985	1985	24	0	0	0	0.25	0	0.924198	4074	16597476	0	-44555.9813038289	44.1872047479	-74.655545074	52893	0	0	0.677642901537619	0.677642901537619	"5289"	NA	1
"3303"	"5289D"	"NY"	"NY_5289D"	4	0	0	0	10	0	0	0	0	0	0.843767	4245	18020025	0	-47681.0753427896	44.18699899	-74.5929837921	52894	0	0	0.749430975515826	0.749430975515826	"5289"	NA	NA
"3470"	"5389C"	"NY"	"NY_5389C"	14.5	1	1983	0	8	0	0	2005	0.125	0	0.636959	3900	15210000	0	-55716.4652796224	44.1867589742	-74.5304232361	53893	1983	-2005	0.561760022605148	0.561760022605148	"5389"	0	NA
"3471"	"5389D"	"NY"	"NY_5389D"	74.5	1	1983	0	61	0	0	0	0.125	0	0.579298	4151	17230801	0	-57956.8458217083	44.1864845591	-74.4678640543	53894	1983	0	0.471165842966734	0.471165842966734	"5389"	NA	NA
"2524"	"4789D"	"NY"	"NY_4789D"	25	0	0	0	139	0	0	0	0	0	0.908656	1962	3849444	0	-45159.8555756088	44.1875152067	-75.2186045562	47894	0	0	0.648955805194245	0.648955805194245	"4789"	NA	NA
"2523"	"4789C"	"NY"	"NY_4789C"	24	1	1984	0	9	1	2005	0	0.125	0.875	0.837908	1638	2683044	0	-47908.7229658985	44.187378281	-75.2811652096	47893	1984	2005	0.605657493314229	0.605657493314229	"4789"	NA	NA
"2391"	"4689D"	"NY"	"NY_4689D"	33	1	1985	0	10.5	0	0	2004	0.625	0	0.821551	1533	2350089	0	-48544.2635310448	44.1872070499	-75.3437249053	46894	1985	-2004	0.540508157392369	0.540508157392369	"4689"	0	NA
"3640"	"5489C"	"NY"	"NY_5489C"	12	0	0	1984	3.5	0	0	2005	0	0	0.792092	3974	15792676	0	-49688.8737596102	44.1861757669	-74.4053062869	54893	-1984	-2005	0.522121138369607	0.522121138369607	"5489"	0	0
"2390"	"4689C"	"NY"	"NY_4689C"	10.5	0	0	1985	35	1	2003	0	0	0.625	0.914586	1502	2256004	0	-44929.449293814	44.1870015634	-75.4062839855	46893	-1985	2003	0.468459482077343	0.468459482077343	"4689"	NA	0
"2267"	"4589D"	"NY"	"NY_4589D"	1.5	0	0	1985	28	1	2001	0	0	0.375	0.817632	1291	1666681	0	-48696.5337196374	44.1867618182	-75.4688423439	45894	-1985	2001	0.304730111754156	0.304730111754156	"4589"	NA	0
"3641"	"5489D"	"NY"	"NY_5489D"	22	0	0	0	50.5	0	0	0	0	0	0.765309	3918	15350724	0	-50729.5097537603	44.1858327273	-74.3427495719	54894	0	0	0.487099816768048	0.487099816768048	"5489"	NA	NA
"2266"	"4589C"	"NY"	"NY_4589C"	NA	0	0	1985	4	1	2001	0	0	0.625	0.795316	1098	1205604	0	-49563.6073426614	44.1864871049	-75.5314007534	45893	-1985	2001	0.13055509635154	0.13055509635154	"4589"	NA	NA
"3815"	"5589C"	"NY"	"NY_5589C"	37	1	1984	1984	37	0	0	2004	0.125	0	0.964445	4266	18198756	0	-42992.2103723963	44.1854554342	-74.2801940182	55893	0	-2004	0.533664570320563	0.533664570320563	"5589"	0	1
"3816"	"5589D"	"NY"	"NY_5589D"	12	0	0	1984	18	0	0	0	0	0	0.943185	4919	24196561	0	-43818.253804261	44.1850430958	-74.2176394178	55894	-1984	0	0.686867703713299	0.686867703713299	"5589"	NA	0
"2150"	"4489D"	"NY"	"NY_4489D"	8.5	0	0	0	27.5	1	2000	0	0	0.375	0.478968	859	737881	0	-61855.1025253292	44.186177457	-75.5939590878	44894	0	2000	0.0244043565008288	0.0244043565008288	"4489"	NA	NA
"5100"	"6289C"	"NY"	"NY_6289C"	18	1	1984	0	22.5	0	0	0	0.333333333333333	0	0.07016	2510	6300100	4999.94	-72739.1306953067	44.1765791974	-73.4045978072	62893	1984	0	0.585247452049743	0.585247452049743	"6289"	NA	NA
"3997"	"5689C"	"NY"	"NY_5689C"	NA	1	1983	1983	10	0	0	2001	0.125	0	0.960853	5136	26378496	0	-43131.7751892946	44.1845957232	-74.1550858896	56893	0	-2001	0.692477059632478	0.692477059632478	"5689"	0	NA
"2149"	"4489C"	"NY"	"NY_4489C"	9	0	0	0	41.5	0	0	0	0	0	0.291244	727	528529	0	-69148.9960908682	44.1858335594	-75.6565163632	44893	0	0	0	0	"4489"	NA	NA
"4965"	"6189D"	"NY"	"NY_6189D"	21	1	1984	0	19	0	0	0	0.5	0	0.707931	739	546121	0	-52958.8945154503	44.1774345237	-73.4671248171	61894	1984	0	0.53821616190273	0.53821616190273	"6189"	NA	NA
"4964"	"6189C"	"NY"	"NY_6189C"	12	1	1983	0	14	0	0	0	0	0	0.910707	2150	4622500	0	-45080.165308499	44.1782557265	-73.5296546521	61893	1983	0	0.490743718823817	0.490743718823817	"6189"	NA	NA
"3998"	"5689D"	"NY"	"NY_5689D"	NA	1	1983	1983	9	1	2001	2001	0.25	0.75	0.97147	5134	26357956	0	-42719.2585798823	44.1841141138	-74.0925338569	56894	0	0	0.737096358442698	0.737096358442698	"5689"	1	NA
"2037"	"4389D"	"NY"	"NY_4389D"	12	0	0	0	8.5	0	0	0	0	0	0.206218	553	305809	0	-72452.6258574591	44.1854554082	-75.7190724507	43894	0	0	0	0	"4389"	NA	NA
"4776"	"6089D"	"NY"	"NY_6089D"	1	0	0	0	50.5	0	0	0	0	0	0.874807	1867	3485689	0	-46475.0363905282	44.1790428037	-73.5921872346	60894	0	0	0.549076151445153	0.549076151445153	"6089"	NA	NA
"4775"	"6089C"	"NY"	"NY_6089C"	12	0	0	0	31	0	0	0	0	0	0.977824	4230	17892900	0	-42472.3780546674	44.1797956599	-73.6547223137	60893	0	0	0.507861129938817	0.507861129938817	"6089"	NA	NA
"2036"	"4389C"	"NY"	"NY_4389C"	16	0	0	1985	6.5	0	0	2001	0	0	0.36537	444	197136	0	-66268.8787140855	44.1850426135	-75.7816257747	43893	-1985	-2001	0	0	"4389"	NA	NA
"4182"	"5789C"	"NY"	"NY_5789C"	11	1	1983	1983	8	0	0	0	0.375	0	0.978728	5273	27804529	0	-42437.2537243567	44.1835982846	-74.0299834268	57893	0	0	0.672569667286141	0.672569667286141	"5789"	NA	1
"4578"	"5989D"	"NY"	"NY_5989D"	17	0	0	0	38.5	0	0	0	0	0	0.893927	5246	27520516	0	-45732.1412627177	44.1805142906	-73.7172597763	59894	0	0	0.529475969020573	0.529475969020573	"5989"	NA	NA
"4577"	"5989C"	"NY"	"NY_5989C"	19	1	1980	0	101	0	0	0	0	0	0.907737	3922	15382084	0	-45195.5627211348	44.1811990676	-73.7797999796	59893	1980	0	0.443876709898117	0.443876709898117	"5989"	NA	NA
"4380"	"5889D"	"NY"	"NY_5889D"	18	0	0	0	55	0	0	0	0	0	0.960887	5085	25857225	0	-43130.4541414732	44.1818499978	-73.8423428537	58894	0	0	0.475595283329462	0.475595283329462	"5889"	NA	NA
"4379"	"5889C"	"NY"	"NY_5889C"	9	0	0	1984	32	0	0	0	0	0	0.966362	5187	26904969	0	-42917.7265878769	44.1824666954	-73.9048877857	58893	-1984	0	0.520758080420707	0.520758080420707	"5889"	NA	0
"4183"	"5789D"	"NY"	"NY_5789D"	79	1	1980	0	43	1	2002	0	0	0.875	0.962186	4880	23814400	0	-43079.9823438254	44.183049153	-73.9674346576	57894	1980	2002	0.555276151611865	0.555276151611865	"5789"	NA	NA
"1931"	"4289D"	"NY"	"NY_4289D"	6	0	0	1984	8	0	0	0	0	0	0.655817	287	82369	0	-54983.7499909063	44.1845952293	-75.8441762281	42894	-1984	0	0	0	"4289"	NA	0
"1930"	"4289C"	"NY"	"NY_4289C"	5	0	0	1984	11.5	0	0	0	0	0	0.187027	284	80656	0	-73198.2796439556	44.1841136024	-75.9067251874	42893	-1984	0	0	0	"4289"	NA	NA
"1827"	"4189D"	"NY"	"NY_4189D"	2	0	0	0	23.5	0	0	0	0	0	0.225078	334	111556	0	-71719.8328600477	44.1835977468	-75.969272543	41894	0	0	0	0	"4189"	NA	NA
"1826"	"4189C"	"NY"	"NY_4189C"	2	0	0	0	18.5	0	0	0	0	0	0.244956	264	69696	0	-70947.486136689	44.183048489	-76.0318180278	41893	0	0	0	0	"4189"	NA	NA
"1724"	"4089D"	"NY"	"NY_4089D"	6	0	0	1984	21	0	0	0	0	0	0.308794	255	65025	0	-68467.1022889291	44.1824658123	-76.0943615406	40894	-1984	0	0	0	"4089"	NA	NA
"1723"	"4089C"	"NY"	"NY_4089C"	9.5	0	0	0	24	0	0	0	0	0	0.390347	5302	28111204	0	-65298.4136718615	44.1818489034	-76.1569031175	40893	0	0	0	0	"4089"	NA	NA
"1623"	"3989C"	"NY"	"NY_3989C"	4	0	0	1985	48.5	0	0	0	0	0	0.036056	5050	25502500	10000.4	-69063.7593688867	44.1805132921	-76.2819848318	39893	-1985	0	0	0	"3989"	NA	NA
"1624"	"3989D"	"NY"	"NY_3989D"	4	0	0	0	62.5	0	0	0	0	0	0.10726	5191	26946481	0	-76297.5743960509	44.1811977885	-76.2194427321	39894	0	0	0	0	"3989"	NA	NA
"2517"	"4788A"	"NY"	"NY_4788A"	18	1	1984	1984	9.5	1	2004	2004	0.375	0.625	0.884106	1866	3481956	0	-46113.7298113697	44.1423631525	-75.2809481808	47881	0	0	0.709489110336685	0.709489110336685	"4788"	1	1
"2518"	"4788B"	"NY"	"NY_4788B"	10	1	1984	1984	9.5	1	2004	2004	0.125	0.5	0.942323	2265	5130225	0	-43851.7462519688	44.1424997315	-75.2184354001	47882	0	0	0.708156239323725	0.708156239323725	"4788"	1	1
"2658"	"4888A"	"NY"	"NY_4888A"	24	1	1985	0	5.1	0	0	2004	0.375	0	0.950609	3038	9229444	0	-43529.7991270191	44.1426020623	-75.1559217573	48881	1985	-2004	0.603972968356697	0.603972968356697	"4888"	0	NA
"2659"	"4888B"	"NY"	"NY_4888B"	16	1	1984	1984	18	1	2004	2004	0.125	0.75	0.952761	3245	10530025	0	-43446.1845707927	44.1426701881	-75.0934078344	48882	0	0	0.568309369500672	0.568309369500672	"4888"	1	1
"2385"	"4688B"	"NY"	"NY_4688B"	24	1	1983	1983	11	0	0	2005	0	0	0.795739	1578	2490084	0	-49547.171953589	44.1421923224	-75.3434599885	46882	0	-2005	0.698493015682499	0.698493015682499	"4688"	0	1
"2811"	"4988A"	"NY"	"NY_4988A"	20	1	1982	0	4	1	2003	2003	0	0.75	0.85538	3326	11062276	0	-47229.8598030792	44.1427041085	-75.0308937432	49881	1982	0	0.609153530890815	0.609153530890815	"4988"	1	NA
"2812"	"4988B"	"NY"	"NY_4988B"	28	1	1985	0	13	1	2002	0	0.625	0.375	0.894154	3684	13571856	0	-45723.3213257923	44.1427037367	-74.9683790939	49882	1985	2002	0.634116023528453	0.634116023528453	"4988"	NA	NA
"2384"	"4688A"	"NY"	"NY_4688A"	29	0	0	0	26.5	1	2002	0	0	0.75	0.660563	1569	2461761	0	-54799.3472567751	44.1419872904	-75.4059711822	46881	0	2002	0.585840495261818	0.585840495261818	"4688"	NA	NA
"2261"	"4588B"	"NY"	"NY_4588B"	NA	0	0	1985	26	1	2000	0	0	0.125	0.833375	1404	1971216	0	-48084.849723972	44.1417480567	-75.468481652	45882	-1985	2000	0.396059096728769	0.396059096728769	"4588"	NA	NA
"2260"	"4588A"	"NY"	"NY_4588A"	NA	0	0	0	8.5	1	2000	0	0	0	0.689847	1253	1570009	0	-53661.5365390552	44.1414738952	-75.5309922795	45881	0	2000	0.200756473896101	0.200756473896101	"4588"	NA	NA
"2970"	"5088A"	"NY"	"NY_5088A"	40	1	1981	0	59.5	1	2002	0	0	0.125	0.814643	3500	12250000	0	-48812.6693648793	44.1426690923	-74.9058639956	50881	1981	2002	0.561189375849039	0.561189375849039	"5088"	NA	NA
"2971"	"5088B"	"NY"	"NY_5088B"	33	0	0	0	18	1	2003	0	0	0.25	0.673052	3631	13184161	0	-54314.0953084892	44.1426002417	-74.8433490625	50882	0	2003	0.630298138380681	0.630298138380681	"5088"	NA	NA
"3131"	"5188A"	"NY"	"NY_5188A"	4	1	1981	1981	1	0	0	2002	0	0	0.860315	4084	16679056	0	-47038.1135972348	44.142497185	-74.7808344052	51881	0	-2002	0.496751140107232	0.496751140107232	"5188"	0	1
"3464"	"5388A"	"NY"	"NY_5388A"	57	0	0	0	2.5	0	0	2005	0	0	0.654362	3863	14922769	0	-55040.2830667936	44.1417438249	-74.530779124	53881	0	-2005	0.644714146049832	0.644714146049832	"5388"	0	NA
"3465"	"5388B"	"NY"	"NY_5388B"	23	0	0	0	17	0	0	2005	0	0	0.824821	4692	22014864	0	-48417.2098141023	44.1414700105	-74.4682675011	53882	0	-2005	0.557939782570414	0.557939782570414	"5388"	0	NA
"3297"	"5288B"	"NY"	"NY_5288B"	24	1	1984	1984	9.5	1	2002	0	0.375	0.75	0.815124	4199	17631601	0	-48793.980423641	44.1419834369	-74.5932920385	52882	0	2002	0.605286036467932	0.605286036467932	"5288"	NA	1
"3296"	"5288A"	"NY"	"NY_5288A"	25	1	1984	1984	54	1	2004	0	0.125	0.875	0.849638	4254	18096516	0	-47452.9614675085	44.1421888458	-74.6558056735	52881	0	2004	0.623521064485259	0.623521064485259	"5288"	NA	1
"3132"	"5188B"	"NY"	"NY_5188B"	13	0	0	1985	21	0	0	2003	0	0	0.878229	4579	20967241	0	-46342.076812737	44.1423600511	-74.7183199169	51882	-1985	-2003	0.61235517273932	0.61235517273932	"5188"	0	0
"3634"	"5488A"	"NY"	"NY_5488A"	4	1	1984	1984	3.5	1	2005	2005	0.125	1	0.929757	4625	21390625	0	-44339.9899850267	44.1411620156	-74.405757212	54881	0	0	0.513202459109341	0.513202459109341	"5488"	1	1
"3635"	"5488B"	"NY"	"NY_5488B"	5	1	1984	1984	90	0	0	2002	0	0	0.917287	4111	16900321	0	-44824.5037007065	44.1408198268	-74.3432479726	54882	0	-2002	0.606332031415953	0.606332031415953	"5488"	0	1
"3809"	"5588A"	"NY"	"NY_5588A"	NA	1	1984	1984	33	1	2005	2005	0.25	1	0.968235	4570	20884900	0	-42844.9523946557	44.1404434439	-74.2807398932	55881	0	0	0.662460535074655	0.662460535074655	"5588"	1	NA
"3810"	"5588B"	"NY"	"NY_5588B"	NA	1	1983	0	5	0	0	0	0	0	0.979131	5185	26884225	0	-42421.5954222381	44.1400320739	-74.2182327721	55882	1983	0	0.632164295993481	0.632164295993481	"5588"	NA	NA
"2144"	"4488B"	"NY"	"NY_4488B"	7	0	0	1985	44	1	2002	0	0	0.875	0.774296	1035	1071225	0	-50380.3257310807	44.1411648342	-75.5935029452	44882	-1985	2002	0.076522231531108	0.076522231531108	"4488"	NA	0
"3991"	"5688A"	"NY"	"NY_5688A"	NA	0	0	1983	21	1	2001	0	0	0.625	0.953531	4982	24820324	0	-43416.2667230723	44.1395857197	-74.1557267219	56881	-1983	2001	0.826887584849003	0.826887584849003	"5688"	NA	NA
"2143"	"4488A"	"NY"	"NY_4488A"	8.5	0	0	1985	60	1	2005	0	0	1	0.280296	882	777924	0	-69574.3734893655	44.1408215767	-75.6560125555	44881	-1985	2005	0.0224919893799603	0.0224919893799603	"4488"	NA	NA
"5096"	"6288A"	"NY"	"NY_6288A"	12	0	0	0	35.5	0	0	0	0	0	0.084474	2337	5461569	4999.9439	-72182.9656624887	44.1315808407	-73.4058086517	62881	0	0	0.552148290174354	0.552148290174354	"6288"	NA	NA
"4959"	"6188B"	"NY"	"NY_6188B"	32	0	0	0	10	0	0	0	0	0	0.807034	1525	2325625	0	-49108.3120964437	44.1324348388	-73.4682881635	61882	0	0	0.541325895961497	0.541325895961497	"6188"	NA	NA
"3992"	"5688B"	"NY"	"NY_5688B"	62	1	1983	0	149	1	2001	0	0.125	0.625	0.925414	5065	25654225	0	-44508.7344170393	44.1391051811	-74.0932221631	56882	1983	2001	0.792375046172151	0.792375046172151	"5688"	NA	NA
"2031"	"4388B"	"NY"	"NY_4388B"	8.5	0	0	0	28	0	0	0	0	0	0.275909	696	484416	0	-69744.8275126765	44.1404441226	-75.7185209937	43882	0	0	0	0	"4388"	NA	NA
"4958"	"6188A"	"NY"	"NY_6188A"	15	1	1983	0	14	1	2005	0	0.125	0.875	0.939138	3488	12166144	0	-43975.4973493577	44.1332548338	-73.5307705004	61881	1983	2005	0.442478316238954	0.442478316238954	"6188"	NA	NA
"4770"	"6088B"	"NY"	"NY_6088B"	21	0	0	0	22.8	0	0	0	0	0	0.818663	2460	6051600	0	-48656.4748871702	44.1340408214	-73.5932555822	60882	0	0	0.476675420198057	0.476675420198057	"6088"	NA	NA
"4176"	"5788A"	"NY"	"NY_5788A"	43	1	1980	0	24	0	0	0	0	0	0.957864	5282	27899524	0	-43247.9108345366	44.1385904651	-74.0307192047	57881	1980	0	0.752220125568409	0.752220125568409	"5788"	NA	NA
"2030"	"4388A"	"NY"	"NY_4388A"	13	0	0	0	11.5	0	0	0	0	0	0.240985	537	288369	3200.5191	-67901.2576513614	44.1400320415	-75.7810268956	43881	0	0	0	0	"4388"	NA	NA
"4769"	"6088A"	"NY"	"NY_6088A"	5	0	0	0	22.6	0	0	0	0	0	0.947351	3463	11992369	0	-43656.3865917893	44.1347926406	-73.6557431517	60881	0	0	0.497832706471489	0.497832706471489	"6088"	NA	NA
"4572"	"5988B"	"NY"	"NY_5988B"	22	0	0	0	30	1	2001	0	0	1	0.936211	5044	25441936	0	-44089.2240250429	44.1355102888	-73.7182330989	59882	0	2001	0.551058317660411	0.551058317660411	"5988"	NA	NA
"4177"	"5788B"	"NY"	"NY_5788B"	126	1	1981	0	75	1	2000	0	0.25	0.625	0.876727	68	4624	0	-46400.4360429656	44.1380422054	-73.968217929	57882	1981	2000	0.665281616612614	0.665281616612614	"5788"	NA	NA
"4373"	"5888A"	"NY"	"NY_5888A"	69	0	0	0	69	1	2002	0	0	0.875	0.949052	69	4761	0	-43590.2953463706	44.1374603903	-73.9057185799	58881	0	2002	0.661601849404859	0.661601849404859	"5888"	NA	NA
"4374"	"5888B"	"NY"	"NY_5888B"	24	1	1985	0	97	0	0	0	0.25	0	0.893571	5274	27815076	0	-45745.9734104949	44.1368443894	-73.843221165	58882	1985	0	0.506465245881259	0.506465245881259	"5888"	NA	NA
"4571"	"5988A"	"NY"	"NY_5988A"	37	1	1980	0	41	0	0	0	0	0	0.927592	4830	23328900	0	-44424.109647773	44.1361942054	-73.7807257965	59881	1980	0	0.488497812369487	0.488497812369487	"5988"	NA	NA
"1925"	"4288B"	"NY"	"NY_4288B"	35.5	0	0	0	5	0	0	2000	0	0	0.229612	365	133225	0	-71543.6672476265	44.1395853875	-75.8435301411	42882	0	-2000	0	0	"4288"	NA	NA
"1924"	"4288A"	"NY"	"NY_4288A"	17	0	0	0	21	0	0	0	0	0	0.362377	142	20164	0	-66385.1697767182	44.1391045433	-75.906031895	42881	0	0	0	0	"4288"	NA	NA
"1821"	"4188B"	"NY"	"NY_4188B"	5	0	0	0	13.5	0	0	0	0	0	0.170927	409	167281	0	-73823.8346417458	44.1385895154	-75.9685320502	41882	0	0	0	0	"4188"	NA	NA
"1820"	"4188A"	"NY"	"NY_4188A"	13	0	0	0	19	0	0	0	0	0	0.280883	340	115600	0	-69551.5659872722	44.1380411368	-76.0310303125	41881	0	0	0	0	"4188"	NA	NA
"1530"	"3888B"	"NY"	"NY_3888B"	9	0	0	0	25.5	0	0	0	0	0	0.01022	5058	25583364	10000.4	-70067.6002957755	44.1347929204	-76.3435033082	38882	0	0	0	0	"3888"	NA	NA
"1718"	"4088B"	"NY"	"NY_4088B"	7	0	0	1984	21	0	0	2000	0	0	0.265933	215	46225	0	-70132.4384852203	44.1374594012	-76.0935265747	40882	-1984	-2000	0	0	"4088"	NA	NA
"1717"	"4088A"	"NY"	"NY_4088A"	8	0	0	0	42	0	0	2000	0	0	0.282233	169	28561	0	-69499.1126178923	44.1368434884	-76.1560209068	40881	0	-2000	0	0	"4088"	NA	NA
"1618"	"3988A"	"NY"	"NY_3988A"	9	0	0	0	49	0	0	0	0	0	0.134842	5181	26842761	0	-75225.8937780974	44.135509932	-76.2810074133	39881	0	0	0	0	"3988"	NA	NA
"1619"	"3988B"	"NY"	"NY_3988B"	9	0	0	1984	69.5	0	0	0	0	0	0.217211	5280	27878400	0	-72025.5000133157	44.136193408	-76.2185132203	39882	-1984	0	0	0	"3988"	NA	NA
"2262"	"4588C"	"NY"	"NY_4588C"	5	0	0	0	56	1	2001	0	0	0.375	0.71038	1371	1879641	0	-52863.7402179604	44.0964603193	-75.5305847505	45883	0	2001	0.342026489540049	0.342026489540049	"4588"	NA	NA
"2263"	"4588D"	"NY"	"NY_4588D"	24	1	1985	1985	31.5	1	2001	0	0.375	0.375	0.846312	1550	2402500	0	-47582.1910279216	44.0967339287	-75.4681217965	45884	0	2001	0.457215468666779	0.457215468666779	"4588"	NA	1
"2386"	"4688C"	"NY"	"NY_4688C"	10	1	1984	1984	9	0	0	2004	0.5	0	0.879898	1736	3013696	0	-46277.2289064443	44.0969726543	-75.4056591013	46883	0	-2004	0.631170865107917	0.631170865107917	"4688"	0	1
"2387"	"4688D"	"NY"	"NY_4688D"	18.5	1	1983	1983	9.1	1	2004	2004	0.125	0.625	0.924259	1738	3020644	0	-44553.6111886199	44.0971772326	-75.3431956829	46884	0	0	0.744637307724422	0.744637307724422	"4688"	1	1
"2519"	"4788C"	"NY"	"NY_4788C"	22	1	1983	1983	10	0	0	2004	0.125	0	0.887993	1792	3211264	0	-45962.7029619032	44.097347662	-75.2807316513	47883	0	-2004	0.739001632015989	0.739001632015989	"4788"	0	1
"2520"	"4788D"	"NY"	"NY_4788D"	26	1	1985	1985	6	0	0	2004	0.5	0	0.947175	2312	5345344	0	-43663.2249569825	44.0974838951	-75.2182666322	47884	0	-2004	0.786997589672732	0.786997589672732	"4788"	0	1
"2660"	"4888C"	"NY"	"NY_4888C"	NA	0	0	0	20	1	2005	2005	0	1	0.947884	3073	9443329	0	-43635.6772244712	44.097585934	-75.1558007375	48883	0	0	0.718339121573131	0.718339121573131	"4888"	1	NA
"2661"	"4888D"	"NY"	"NY_4888D"	29	0	0	0	23.5	0	0	0	0	0	0.9408	3551	12609601	0	-43910.9214234989	44.0976538215	-75.093334564	48884	0	0	0.699395309884057	0.699395309884057	"4888"	NA	NA
